routineAssignedTimeStamp,routineServiceNumber
2019-05-16 02:19:14.340,209
2017-05-12 06:30:21.350,210
2017-01-27 20:21:55.980,211
2018-09-18 00:53:36.750,212
2017-12-26 12:12:32.690,213
2018-12-11 01:47:03.120,214
2017-05-11 09:59:06.850,215
2018-06-14 09:24:51.110,216
2019-12-15 03:01:05.830,217
2017-10-31 12:30:00.400,218
2019-09-05 14:39:54.440,219
2017-04-14 01:11:05.560,220
2018-07-23 02:21:25.280,221
2017-01-09 14:57:00.790,222
2018-09-26 12:49:25.690,223
2019-02-23 06:13:17.080,224
2019-07-08 05:57:31.810,225
2019-08-24 01:17:37.570,226
2018-06-13 13:30:11.090,227
2017-07-19 18:20:02.350,228
2017-04-09 08:40:42.870,229
2018-02-22 17:54:31.830,230
2018-07-05 12:32:17.990,231
2018-05-27 07:39:15.910,232
2017-10-18 07:59:37.340,233
2018-08-28 19:04:46.270,234
2019-10-21 12:11:26.360,235
2018-11-23 22:20:00.110,236
2019-09-04 12:27:06.760,237
2018-02-16 02:01:16.310,238
2018-08-04 00:53:26.980,239
2017-06-10 03:47:54.200,240
2018-04-05 11:57:24.510,241
2017-08-16 07:17:06.280,242
2017-09-08 18:50:56.560,243
2017-01-24 12:07:21.340,244
2018-04-09 06:43:28.840,245
2017-09-07 23:41:58.490,246
2017-06-25 04:10:56.960,247
2018-08-18 12:52:00.830,248
2017-02-09 10:40:52.220,249
2018-02-10 21:49:19.430,250
2018-04-07 02:35:19.460,251
2019-04-02 19:40:27.190,252
2018-01-20 12:24:05.860,253
2017-10-19 10:29:32.650,254
2019-04-04 05:40:18.820,255
2019-07-04 13:12:37.960,256
2018-11-04 17:39:50.790,257
2017-02-06 17:15:31.110,258
2018-10-11 21:30:13.420,259
2018-08-03 22:10:39.720,260
2019-11-05 04:13:53.840,261
2018-09-20 06:13:37.270,262
2017-01-28 20:34:47.690,263
2017-06-22 06:19:42.970,264
2018-10-30 17:11:02.630,265
2019-07-19 21:58:23.570,266
2017-09-22 14:58:22.660,267
2017-11-07 05:13:39.050,268
2019-02-23 20:36:31.640,269
2019-08-24 18:22:57.470,270
2019-04-22 16:05:55.540,271
2018-04-14 08:42:24.190,272
2017-02-16 12:06:51.130,273
2018-09-12 14:26:33.580,274
2019-04-11 23:32:22.230,275
2019-01-04 02:00:15.120,276
2019-06-07 20:01:31.890,277
2019-05-18 15:01:07.720,278
2018-04-29 12:37:52.590,279
2018-08-16 00:19:39.670,280
2019-01-16 05:16:52.440,281
2019-03-30 19:33:27.840,282
2018-10-29 04:25:32.990,283
2019-07-21 12:38:00.200,284
2018-06-13 22:41:22.200,285
2018-01-28 06:31:50.960,286
2018-07-06 14:27:36.030,287
2019-11-30 07:46:10.040,288
2019-06-04 21:35:28.810,289
2018-05-08 15:19:27.820,290
2017-08-30 04:31:12.770,291
2017-01-06 08:50:57.850,292
2019-01-24 13:16:04.540,293
2019-11-27 02:14:37.060,294
2018-09-30 13:20:27.860,295
2017-08-03 20:14:27.150,296
2017-11-17 22:39:37.260,297
2018-04-08 03:51:36.070,298
2019-08-30 19:14:47.970,299
2017-10-27 06:11:28.190,300
2018-11-29 17:58:43.360,301
2018-06-26 01:22:04.890,302
2018-09-27 17:03:55.930,303
2018-02-21 13:18:04.600,304
2018-01-20 08:46:07.860,305
2019-09-16 20:33:54.850,306
2018-02-10 06:56:40.050,307
2017-01-28 23:07:46.370,308
2018-06-25 02:38:09.170,309
2019-02-28 17:44:41.130,310
2017-05-09 07:56:43.040,311
2019-06-23 14:07:32.910,312
2017-07-29 10:27:51.400,313
2017-04-20 08:32:48.330,314
2019-05-20 07:16:29.570,315
2018-02-14 06:51:18.150,316
2017-02-18 22:49:57.310,317
2018-04-13 11:30:18.740,318
2019-06-06 10:00:33.150,319
2019-03-11 01:04:14.660,320
2018-08-01 08:53:57.110,321
2017-08-11 10:21:55.210,322
2019-01-12 09:57:37.620,323
2019-11-05 05:32:41.300,324
2019-03-21 08:28:36.410,325
2017-01-20 02:45:07.030,326
2019-01-09 02:43:00.030,327
2019-07-01 06:00:38.890,328
2018-05-19 21:51:27.780,329
2018-08-30 11:42:00.310,330
2017-10-04 03:22:11.300,331
2018-11-10 00:04:13.450,332
2018-10-31 10:33:32.850,333
2018-06-18 02:24:38.680,334
2018-09-16 13:23:40.800,335
2019-01-18 02:07:52.390,336
2018-12-22 13:41:17.280,337
2019-07-25 23:42:09.620,338
2019-01-24 23:48:11.800,339
2017-02-26 04:46:31.750,340
2018-11-12 02:10:03.150,341
2018-06-21 19:05:15.190,342
2019-07-05 23:18:16.740,343
2018-11-21 11:29:35.540,344
2018-11-28 08:40:28.220,345
2018-11-05 00:08:04.470,346
2018-03-30 18:49:34.300,347
2019-01-12 15:31:19.820,348
2018-06-29 09:51:06.330,349
2019-07-30 11:46:38.220,350
2017-08-21 17:48:22.260,351
2019-02-05 00:35:22.040,352
2019-12-02 20:55:04.160,353
2017-08-24 06:35:41.800,354
2017-09-25 09:41:08.200,355
2019-09-22 00:40:08.790,356
2018-06-29 14:26:43.040,357
2018-08-26 22:02:38.460,358
2019-11-29 21:11:30.260,359
2019-11-05 01:54:24.240,360
2017-05-16 14:54:33.200,361
2019-12-06 22:57:07.580,362
2017-08-02 23:10:46.600,363
2018-08-24 06:37:10.840,364
2019-05-29 20:21:20.880,365
2017-06-19 05:39:08.080,366
2017-11-05 08:00:02.190,367
2017-01-10 09:38:30.260,368
2018-10-11 10:47:52.570,369
2018-12-23 19:00:25.590,370
2017-01-27 07:26:34.350,371
2017-03-18 12:00:53.630,372
2019-04-18 12:08:28.140,373
2018-06-30 10:12:57.640,374
2019-09-30 20:57:14.510,375
2018-03-27 22:24:28.640,376
2018-06-18 02:05:45.580,377
2018-01-11 15:46:54.030,378
2019-11-19 15:41:06.620,379
2017-10-31 11:03:34.450,380
2018-04-20 07:13:25.930,381
2019-08-16 11:05:49.780,382
2019-01-04 19:26:13.150,383
2019-08-14 23:54:57.760,384
2019-10-22 15:01:02.790,385
2019-01-22 04:36:14.230,386
2017-12-20 20:16:19.450,387
2018-12-07 15:22:57.500,388
2017-01-13 19:04:22.170,389
2018-06-02 11:00:17.370,390
2019-01-06 08:16:19.830,391
2019-01-27 08:03:46.000,392
2018-03-25 19:54:50.530,393
2017-08-28 13:47:05.920,394
2017-06-11 18:36:44.700,395
2019-09-14 13:58:25.070,396
2018-12-19 07:59:08.530,397
2017-04-28 21:05:23.570,398
2017-08-01 10:19:00.530,399
2018-08-07 00:57:47.840,400
2018-08-19 19:58:27.870,401
2017-02-12 07:02:36.080,402
2019-05-16 20:41:27.950,403
2017-11-20 19:06:58.440,404
2018-02-24 16:45:20.270,405
2018-10-05 04:33:30.910,406
2018-08-20 19:38:19.990,407
2017-03-17 11:54:55.270,408
2018-05-28 18:43:36.590,409
2019-12-07 10:47:28.680,410
2018-11-24 12:41:42.990,411
2018-09-16 08:48:59.670,412
2017-08-11 12:06:37.850,413
2019-10-14 11:22:46.120,414
2019-09-27 23:52:42.750,415
2017-05-07 09:23:32.540,416
2018-08-24 10:25:26.260,417
2017-05-05 11:53:16.550,418
2017-11-16 10:06:22.680,419
2017-08-28 06:32:32.630,420
2019-11-18 00:28:10.960,421
2017-01-20 03:49:50.040,422
2018-11-22 16:18:56.360,423
2019-02-01 12:58:01.990,424
2019-02-22 03:49:08.410,425
2018-01-13 16:01:19.920,426
2017-06-10 23:25:35.120,427
2019-01-11 06:57:17.780,428
2019-06-10 13:31:19.430,429
2017-06-29 17:16:08.150,430
2017-12-21 09:51:36.620,431
2018-08-15 20:49:03.940,432
2017-02-20 23:00:19.950,433
2019-11-09 18:54:11.450,434
2019-08-09 17:48:46.930,435
2017-12-18 22:07:41.290,436
2018-12-30 05:17:15.550,437
2019-03-23 08:20:37.660,438
2019-05-23 16:30:49.780,439
2018-09-19 20:03:45.300,440
2017-05-02 18:46:40.360,441
2018-06-22 22:59:32.920,442
2019-09-23 16:55:55.820,443
2019-01-27 14:40:25.880,444
2017-01-16 04:33:58.120,445
2019-09-06 21:17:17.570,446
2018-04-12 02:42:27.000,447
2019-04-24 07:23:34.510,448
2019-11-22 11:21:55.570,449
2019-04-23 12:06:07.410,450
2018-03-16 14:05:58.050,451
2019-12-10 06:05:29.800,452
2018-03-06 06:53:25.610,453
2017-11-24 15:08:02.840,454
2017-02-08 05:48:23.900,455
2017-05-14 16:28:59.640,456
2017-08-14 13:10:05.050,457
2017-05-03 06:55:42.370,458
2019-01-24 17:51:43.030,459
2017-09-19 22:05:23.070,460
2019-08-03 16:10:04.980,461
2017-02-10 07:28:08.550,462
2017-03-29 01:01:00.320,463
2018-05-17 18:26:23.010,464
2018-05-24 07:14:21.710,465
2018-01-28 14:40:02.230,466
2019-11-30 12:24:40.330,467
2019-10-14 17:59:16.690,468
2017-11-13 14:51:11.220,469
2019-04-21 21:13:50.750,470
2019-07-06 15:15:53.700,471
2019-12-18 10:48:56.180,472
2018-09-02 15:58:51.450,473
2017-12-11 07:31:36.120,474
2017-07-05 15:44:03.610,475
2019-03-09 09:47:38.020,476
2017-10-03 09:42:15.440,477
2018-09-26 23:31:48.530,478
2017-05-15 19:39:34.110,479
2019-09-22 22:35:40.940,480
2018-01-01 00:34:21.960,481
2018-11-08 01:25:41.850,482
2019-05-19 15:54:04.450,483
2018-03-30 21:14:17.000,484
2018-10-28 07:47:47.970,485
2018-08-26 03:44:08.700,486
2017-07-15 01:25:58.340,487
2017-10-01 07:12:49.940,488
2019-05-01 18:17:06.490,489
2018-12-15 17:39:33.790,490
2019-08-10 17:50:38.560,491
2017-07-02 17:39:52.160,492
2018-09-28 08:03:52.970,493
2017-12-12 23:20:28.380,494
2018-10-27 20:54:32.230,495
2019-09-21 08:29:25.150,496
2017-07-03 02:22:32.600,497
2017-09-04 14:17:20.380,498
2019-08-11 23:09:53.040,499
2018-03-19 01:02:51.490,500
2018-10-12 06:11:45.670,501
2019-04-18 08:51:43.400,502
2019-06-14 21:57:39.760,503
2018-09-26 23:16:16.890,504
2019-05-22 04:21:30.210,505
2018-08-05 15:41:54.790,506
2017-04-01 15:29:42.020,507
2018-03-22 08:55:52.720,508
2018-04-08 07:46:44.270,509
2019-01-11 02:15:52.170,510
2018-12-20 11:32:56.010,511
2018-12-11 04:16:43.740,512
2018-01-26 08:29:51.370,513
2017-03-02 23:30:12.230,514
2018-01-30 21:54:34.660,515
2019-08-26 01:45:37.810,516
2019-02-24 20:02:00.620,517
2018-04-12 03:01:15.920,518
2019-08-23 17:56:14.150,519
2019-11-25 15:09:07.350,520
2017-05-02 16:49:43.270,521
2017-02-20 09:59:34.870,522
2019-10-05 14:35:46.230,523
2018-02-18 06:41:11.370,524
2017-11-23 07:21:47.440,525
2019-10-16 19:10:23.310,526
2017-07-12 05:56:45.870,527
2017-06-10 20:36:28.780,528
2018-04-30 16:50:06.760,529
2019-04-08 10:02:11.120,530
2018-12-06 11:06:42.300,531
2017-08-16 12:12:54.930,532
2019-12-06 15:37:29.850,533
2018-06-22 13:55:19.680,534
2019-12-12 00:22:34.910,535
2019-04-07 05:31:44.830,536
2017-07-25 00:15:10.530,537
2019-06-02 20:44:45.660,538
2017-11-19 08:56:23.950,539
2018-01-19 00:53:11.550,540
2017-10-05 07:37:57.790,541
2019-09-09 04:06:21.220,542
2018-06-19 15:51:35.070,543
2019-02-18 13:49:49.480,544
2017-09-10 19:17:29.250,545
2018-03-03 10:25:29.860,546
2018-05-17 13:04:03.060,547
2018-04-25 04:26:15.760,548
2017-05-18 09:13:39.530,549
2018-07-01 12:21:18.190,550
2017-11-22 20:52:27.450,551
2017-02-17 20:50:49.410,552
2019-10-25 18:56:44.990,553
2019-06-16 15:08:17.130,554
2017-01-30 09:00:37.740,555
2017-04-23 03:12:03.800,556
2019-11-23 23:30:58.910,557
2017-09-25 05:02:21.910,558
2019-03-23 07:55:38.410,559
2017-11-02 12:07:34.330,560
2017-10-26 02:03:05.140,561
2019-08-01 08:59:40.670,562
2018-05-06 05:15:43.390,563
2018-06-26 10:11:51.680,564
2018-12-01 00:41:30.040,565
2019-07-13 05:21:26.440,566
2019-07-26 08:36:09.360,567
2018-05-18 13:52:28.880,568
2018-12-07 22:17:38.500,569
2019-10-10 23:47:29.270,570
2017-02-21 07:52:08.480,571
2018-06-10 14:04:09.000,572
2017-08-09 20:40:44.600,573
2018-04-30 09:17:21.640,574
2019-01-16 22:54:58.220,575
2017-10-27 03:09:05.380,576
2017-12-11 17:16:01.740,577
2018-02-21 16:46:06.280,578
2019-05-30 04:55:48.610,579
2017-04-14 21:45:07.380,580
2018-08-28 01:20:12.150,581
2019-10-11 11:00:26.870,582
2018-07-22 03:57:09.590,583
2019-06-20 16:31:13.210,584
2017-11-09 04:14:06.360,585
2017-04-01 02:32:54.150,586
2018-08-07 19:11:12.340,587
2017-02-08 13:17:14.900,588
2017-06-28 23:52:16.640,589
2017-08-13 23:45:22.650,590
2017-04-17 22:07:14.010,591
2019-06-03 05:05:35.380,592
2018-10-26 21:45:41.470,593
2017-08-31 23:48:01.320,594
2017-08-30 00:03:00.600,595
2018-11-08 07:09:42.160,596
2019-04-25 00:28:42.270,597
2018-12-25 17:13:37.830,598
2019-09-12 02:34:40.430,599
2019-01-10 16:33:25.120,600
2017-01-12 10:31:51.710,601
2018-06-26 22:40:39.890,602
2017-09-01 00:05:29.050,603
2019-08-27 17:07:01.550,604
2018-09-16 06:56:05.830,605
2017-12-03 10:53:06.210,606
2018-06-14 03:07:54.560,607
2019-06-09 05:37:19.580,608
2019-06-05 19:07:33.850,609
2018-03-02 03:25:03.500,610
2017-01-29 13:13:28.640,611
2018-07-22 00:53:13.140,612
2019-07-26 11:03:13.720,613
2018-07-25 05:39:31.700,614
2017-11-02 14:27:47.080,615
2019-03-05 21:13:19.140,616
2018-12-25 19:58:24.830,617
2017-09-20 16:00:28.610,618
2019-11-02 21:54:00.450,619
2019-10-14 18:57:24.830,620
2018-07-26 10:56:44.580,621
2018-06-14 13:12:18.210,622
2017-01-31 11:48:44.440,623
2017-03-26 20:11:09.460,624
2017-08-28 00:48:02.870,625
2019-01-26 06:48:13.320,626
2018-11-21 16:54:02.260,627
2017-07-22 09:31:32.400,628
2019-04-28 05:23:38.600,629
2018-10-24 00:11:56.250,630
2019-06-01 06:35:25.860,631
2018-12-20 07:29:00.690,632
2017-07-10 19:13:36.720,633
2017-12-30 00:30:28.090,634
2019-05-25 20:14:10.940,635
2017-01-04 13:16:57.020,636
2017-07-18 03:06:46.940,637
2018-04-15 00:50:46.390,638
2018-02-12 00:08:46.240,639
2018-03-08 02:02:03.220,640
2019-06-20 19:31:34.110,641
2017-01-21 21:49:00.160,642
2019-07-28 13:44:59.490,643
2018-05-14 04:48:52.710,644
2017-07-08 22:52:14.820,645
2018-08-13 10:25:27.130,646
2018-10-06 19:28:44.800,647
2018-09-19 12:48:56.870,648
2018-12-24 21:18:48.890,649
2018-01-29 03:43:27.400,650
2018-10-06 23:34:06.940,651
2019-12-16 07:14:00.310,652
2018-04-26 20:10:35.670,653
2017-12-05 14:04:16.580,654
2018-06-12 08:26:23.640,655
2019-03-26 18:42:34.420,656
2018-09-04 09:26:51.840,657
2018-04-01 15:23:12.740,658
2017-08-19 14:19:34.640,659
2017-07-23 01:21:39.740,660
2017-03-03 15:59:11.520,661
2018-04-06 22:06:20.570,662
2017-11-24 05:32:39.010,663
2019-01-03 03:41:53.760,664
2017-12-06 17:01:27.930,665
2018-04-16 18:28:17.620,666
2018-12-28 17:38:39.870,667
2017-01-23 20:55:36.510,668
2019-04-10 12:45:14.360,669
2018-05-07 23:54:50.450,670
2019-04-26 21:53:25.850,671
2019-11-05 14:22:49.580,672
2017-10-18 11:53:18.510,673
2018-08-23 00:24:27.520,674
2019-04-16 09:20:54.120,675
2017-02-16 13:21:14.240,676
2019-01-24 19:29:26.930,677
2018-08-17 00:50:42.030,678
2018-05-05 16:10:05.790,679
2017-11-27 00:57:19.600,680
2019-02-11 04:02:58.890,681
2017-08-26 00:24:11.890,682
2018-12-18 15:05:16.420,683
2019-01-03 00:55:41.080,684
2019-10-30 11:58:42.760,685
2019-06-13 09:18:48.510,686
2019-06-20 16:36:43.580,687
2019-05-26 13:25:24.780,688
2019-11-14 19:58:30.200,689
2019-01-08 09:45:44.980,690
2017-07-01 20:03:12.500,691
2017-04-19 07:52:18.190,692
2019-01-10 03:43:13.020,693
2019-08-14 14:00:23.910,694
2018-08-06 02:23:33.140,695
2017-07-17 09:15:29.610,696
2017-04-23 03:39:24.710,697
2017-03-28 12:29:42.760,698
2017-01-18 18:31:21.200,699
2019-03-13 11:20:32.720,700
2019-05-16 07:08:24.780,701
2018-01-04 14:57:31.770,702
2017-04-04 04:36:18.010,703
2018-03-07 22:27:30.110,704
2017-11-19 03:08:36.570,705
2017-11-06 07:40:41.240,706
2017-02-13 03:52:44.590,707
2018-06-22 13:27:12.370,708
2019-07-11 18:27:09.820,709
2019-02-11 18:43:18.810,710
2018-10-09 13:22:40.240,711
2018-08-25 15:31:20.880,712
2017-01-29 16:46:03.890,713
2017-07-23 21:52:35.880,714
2017-07-04 13:12:03.090,715
2018-11-25 06:43:52.570,716
2017-01-03 17:04:10.520,717
2017-07-23 01:00:43.820,718
2017-10-12 00:03:00.220,719
2017-01-03 23:55:58.030,720
2018-03-19 16:20:08.940,721
2018-06-09 04:09:02.590,722
2017-08-06 07:15:40.620,723
2018-11-26 10:57:45.030,724
2018-05-13 06:48:39.610,725
2019-07-16 00:51:48.180,726
2017-08-06 16:53:48.730,727
2019-10-18 12:33:03.040,728
2018-07-02 19:48:56.930,729
2018-11-13 10:52:52.880,730
2019-11-10 23:09:42.370,731
2019-05-27 00:57:21.820,732
2019-08-23 10:01:08.140,733
2017-06-27 12:31:05.330,734
2017-03-25 06:26:38.000,735
2019-10-02 23:30:59.040,736
2018-08-18 11:15:39.000,737
2017-02-26 14:23:29.260,738
2019-06-03 13:47:27.500,739
2018-06-27 17:00:51.080,740
2018-11-11 16:51:32.850,741
2018-05-14 17:22:53.850,742
2019-07-09 18:44:12.870,743
2017-04-25 17:41:54.630,744
2018-05-03 13:28:16.700,745
2018-03-30 18:31:12.430,746
2018-10-19 14:32:37.280,747
2018-11-19 06:46:37.850,748
2017-06-16 14:14:51.220,749
2018-11-02 02:16:18.380,750
2018-12-03 19:59:56.430,751
2017-04-15 16:01:39.100,752
2019-03-02 20:40:54.870,753
2018-09-19 04:26:55.430,754
2019-07-23 19:13:27.680,755
2017-03-05 17:00:13.740,756
2017-06-21 13:12:18.650,757
2019-10-05 16:43:17.740,758
2018-12-21 23:51:59.760,759
2018-11-17 10:04:16.240,760
2019-08-07 02:41:13.210,761
2017-05-01 02:30:53.240,762
2017-10-11 04:18:58.050,763
2019-06-07 10:16:11.600,764
2019-09-16 06:00:58.760,765
2017-01-29 06:51:57.230,766
2017-12-06 19:34:14.870,767
2017-04-04 16:38:05.530,768
2017-07-29 01:24:03.250,769
2019-02-03 19:49:35.160,770
2019-03-19 19:01:21.450,771
2019-05-01 01:48:04.810,772
2018-03-03 03:21:16.890,773
2019-11-06 21:56:56.660,774
2017-06-05 22:11:26.350,775
2017-03-23 13:20:54.070,776
2018-06-24 15:41:22.660,777
2019-06-29 18:02:31.840,778
2019-06-02 19:39:07.760,779
2017-02-16 01:29:23.430,780
2019-04-01 13:29:55.650,781
2018-05-19 07:56:10.750,782
2019-10-21 20:40:12.020,783
2017-03-20 17:06:20.440,784
2019-05-30 06:01:41.250,785
2018-05-20 05:36:00.340,786
2019-10-15 06:16:36.120,787
2017-05-16 09:26:08.840,788
2019-01-16 16:44:53.330,789
2019-02-18 09:16:12.810,790
2019-08-08 01:58:41.000,791
2017-05-22 16:03:30.770,792
2017-04-07 18:40:21.200,793
2018-04-25 00:59:48.670,794
2017-10-30 06:55:16.360,795
2018-05-08 21:37:05.810,796
2019-10-21 07:02:28.240,797
2017-11-14 17:36:59.220,798
2019-05-22 22:37:20.970,799
2018-10-18 12:01:11.420,800
2019-01-08 20:03:12.090,801
2019-10-15 16:31:58.710,802
2017-12-11 21:32:23.690,803
2017-03-27 19:45:57.920,804
2017-11-10 17:34:44.020,805
2018-11-22 14:55:04.950,806
2017-02-02 17:03:09.240,807
2018-07-31 12:44:19.930,808
2019-10-25 08:49:53.210,809
2017-01-06 19:04:10.580,810
2018-06-30 02:11:03.270,811
2018-09-12 09:29:35.850,812
2018-06-12 01:49:53.250,813
2019-08-04 08:38:20.610,814
2018-02-21 12:32:35.250,815
2018-09-23 20:48:03.860,816
2017-06-10 04:18:02.160,817
2019-07-13 01:03:33.280,818
2019-01-30 04:11:40.070,819
2017-04-20 08:40:50.790,820
